,DYN-HUMAN,DYN-RANDOM,LINRS,NRS,STATIC-HUMAN,STATIC-RANDOM,AC,DYN-HUMAN-P0,DYN-HUMAN-P1,DYN-HUMAN-P2,DYN-HUMAN-P3,DYN-HUMAN-P4,DYN-HUMAN-P5,DYN-HUMAN-P6,DYN-HUMAN-P7,DYN-HUMAN-P8,DYN-HUMAN-P9,STATIC-HUMAN-P0,STATIC-HUMAN-P1,STATIC-HUMAN-P2,STATIC-HUMAN-P3,STATIC-HUMAN-P4,STATIC-HUMAN-P5,STATIC-HUMAN-P6,STATIC-HUMAN-P7,STATIC-HUMAN-P8,STATIC-HUMAN-P9,STATIC-1,STATIC-10,STATIC-100,STATIC-1000,STATIC-10000
292,106,110,211.0,60,35.0,250.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
293,50,51,27.0,250,26.0,72.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,
294,115,19,47.0,38,12.0,93.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
295,101,109,85.0,115,51.0,250.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,
296,89,35,250.0,138,186.0,17.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,
297,8,250,88.0,2,21.0,42.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
298,250,28,192.0,11,122.0,30.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
299,57,101,88.0,32,51.0,53.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,
300,8,17,90.0,39,73.0,250.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
301,57,65,89.0,16,38.0,172.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,
302,46,34,235.0,10,49.0,43.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
303,79,45,9.0,60,19.0,31.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,
304,8,19,31.0,17,50.0,31.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,
305,35,23,228.0,68,250.0,35.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,
306,27,21,35.0,169,250.0,42.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,
307,102,45,250.0,43,49.0,37.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,
308,55,16,250.0,25,55.0,250.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,
309,58,221,53.0,86,137.0,197.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
310,21,30,66.0,14,50.0,24.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,
311,89,87,199.0,24,29.0,52.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,
312,16,52,250.0,83,14.0,82.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,
313,19,64,175.0,30,55.0,64.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
314,57,29,22.0,70,56.0,250.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,
315,67,32,250.0,38,49.0,250.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
316,29,97,16.0,16,47.0,62.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,
317,28,51,32.0,68,38.0,48.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,
318,40,85,160.0,6,37.0,92.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
319,24,53,250.0,40,40.0,91.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,
320,23,35,15.0,250,61.0,49.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,
321,28,43,96.0,117,18.0,36.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
322,114,250,250.0,22,25.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
323,192,53,178.0,74,38.0,26.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
324,38,63,10.0,153,250.0,20.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
325,12,94,117.0,36,76.0,77.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,
326,2,2,14.0,22,81.0,47.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
327,28,45,27.0,187,62.0,250.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
328,65,80,52.0,71,33.0,54.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
329,21,45,34.0,8,136.0,250.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
330,15,32,77.0,28,24.0,31.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,
331,61,13,250.0,250,36.0,36.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
332,21,42,250.0,250,82.0,39.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,
333,18,21,250.0,155,98.0,82.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,
334,46,250,20.0,250,8.0,68.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
335,38,70,250.0,21,34.0,25.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,
336,34,20,17.0,137,67.0,30.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
337,36,28,56.0,231,84.0,68.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,
338,40,53,224.0,83,10.0,51.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,
339,17,89,250.0,155,34.0,37.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
340,27,22,10.0,190,33.0,16.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
341,18,8,12.0,25,28.0,27.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,
342,29,13,24.0,218,100.0,44.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
343,21,22,39.0,13,81.0,9.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
344,34,91,63.0,250,26.0,21.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,
345,127,161,250.0,250,44.0,42.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,
346,49,40,121.0,57,13.0,70.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,
347,59,99,250.0,189,211.0,77.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
348,37,45,250.0,250,39.0,62.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,
349,71,47,51.0,250,158.0,250.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,
350,25,38,43.0,84,41.0,22.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,
351,250,96,65.0,43,159.0,73.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,
352,42,52,10.0,39,58.0,52.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
353,30,74,250.0,150,250.0,24.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
354,41,105,54.0,56,49.0,190.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
355,74,63,10.0,205,106.0,93.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,
356,42,36,156.0,26,23.0,21.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,
357,19,20,179.0,22,28.0,37.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
358,67,15,12.0,239,54.0,225.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,
359,74,143,250.0,250,123.0,37.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
360,48,151,84.0,10,63.0,30.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,
361,24,19,89.0,250,22.0,94.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
362,42,38,72.0,77,38.0,34.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
363,15,15,74.0,218,24.0,141.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,
364,55,71,171.0,211,95.0,39.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
365,20,102,56.0,95,19.0,80.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
366,28,54,51.0,250,21.0,24.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
367,31,26,250.0,14,56.0,85.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,
368,17,85,137.0,21,75.0,66.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,
369,32,91,250.0,82,32.0,45.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
370,26,29,250.0,16,82.0,32.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,
371,25,50,56.0,250,37.0,23.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,
372,16,30,29.0,183,19.0,12.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
373,6,20,19.0,43,49.0,20.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,
374,37,24,46.0,29,26.0,68.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,
375,37,17,250.0,208,35.0,64.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
376,10,87,15.0,250,86.0,250.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,
377,35,71,242.0,165,30.0,71.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
378,46,34,250.0,33,38.0,192.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,
379,52,52,250.0,103,60.0,124.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,
380,41,103,250.0,27,124.0,94.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,
381,33,204,19.0,250,47.0,30.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,
382,46,20,142.0,250,48.0,22.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
383,17,17,100.0,92,57.0,39.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,
384,17,83,37.0,34,48.0,31.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,
385,85,104,195.0,37,66.0,168.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,
386,40,27,66.0,250,56.0,19.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,
387,39,250,61.0,250,71.0,43.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,
388,18,163,35.0,160,48.0,52.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
389,27,18,24.0,102,17.0,68.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,
390,213,15,79.0,10,49.0,58.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,
391,55,51,250.0,250,106.0,126.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,
392,56,15,229.0,250,22.0,60.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,
393,23,114,222.0,11,61.0,25.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
394,108,47,37.0,20,172.0,65.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
395,36,84,69.0,51,123.0,13.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
396,46,103,164.0,53,54.0,47.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
397,55,33,32.0,163,180.0,39.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,
398,40,120,37.0,250,45.0,17.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,
399,38,38,107.0,47,23.0,48.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
400,27,118,38.0,11,41.0,49.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,
401,81,34,37.0,38,29.0,37.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
402,48,16,125.0,18,11.0,38.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
403,22,64,207.0,179,141.0,51.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,
404,36,58,13.0,138,26.0,64.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,
405,24,41,250.0,40,27.0,19.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
406,71,41,250.0,250,45.0,112.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
407,17,137,48.0,250,250.0,61.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,
408,14,20,89.0,102,137.0,24.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,
409,60,38,9.0,236,180.0,41.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,,
410,71,90,36.0,63,24.0,114.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,
411,39,71,169.0,120,51.0,77.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
412,20,44,90.0,20,37.0,25.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,
413,37,126,136.0,250,59.0,22.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,
414,131,149,242.0,60,65.0,42.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,
415,53,165,52.0,250,20.0,250.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
416,17,80,35.0,50,36.0,58.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
417,94,172,78.0,45,54.0,167.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,
418,21,44,10.0,118,67.0,71.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,
419,115,132,250.0,18,69.0,250.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,
420,7,34,147.0,250,62.0,47.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,
421,80,9,250.0,250,56.0,38.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
422,14,10,45.0,250,46.0,70.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
423,56,40,74.0,26,91.0,62.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
424,10,250,13.0,44,49.0,155.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
425,42,131,59.0,15,15.0,84.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,
426,74,16,41.0,71,113.0,105.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
427,34,18,62.0,7,49.0,50.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
428,51,50,250.0,190,155.0,48.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,
429,21,32,43.0,48,65.0,23.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,
430,164,103,250.0,25,26.0,68.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
431,73,140,82.0,250,63.0,58.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
432,161,58,182.0,31,60.0,104.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
433,78,32,30.0,56,51.0,25.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,
434,68,95,73.0,250,27.0,47.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,
435,27,38,66.0,110,61.0,68.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
436,53,85,250.0,51,34.0,26.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,
437,77,44,39.0,33,10.0,39.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
438,19,34,67.0,41,93.0,43.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,
439,37,57,250.0,54,39.0,150.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,
440,53,47,21.0,163,100.0,22.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,
441,89,204,87.0,250,83.0,250.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
442,98,120,61.0,250,13.0,47.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,
443,47,17,27.0,43,17.0,212.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,
444,44,82,60.0,28,47.0,215.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
445,55,59,250.0,20,75.0,79.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,
446,47,23,110.0,8,33.0,54.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
447,45,15,31.0,166,22.0,46.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,
448,21,29,89.0,11,38.0,26.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,
449,29,61,51.0,67,84.0,27.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
450,68,50,221.0,58,26.0,35.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,
451,71,18,193.0,207,8.0,103.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
452,30,68,250.0,206,36.0,66.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,
453,17,17,250.0,41,33.0,84.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,
454,22,21,90.0,8,143.0,38.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,
455,134,193,26.0,49,25.0,20.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
456,9,26,15.0,94,38.0,26.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
457,62,139,107.0,250,19.0,146.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
458,47,26,136.0,250,52.0,120.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,
459,24,98,4.0,250,22.0,37.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
460,13,60,35.0,107,141.0,27.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,
461,67,22,250.0,54,38.0,99.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
462,36,36,250.0,10,23.0,44.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,
463,91,111,81.0,36,49.0,23.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,
464,29,44,19.0,61,27.0,56.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,
465,28,52,250.0,216,34.0,19.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,
466,41,33,222.0,68,26.0,47.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,
467,71,157,82.0,250,250.0,41.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
468,55,63,53.0,183,13.0,73.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
469,36,24,66.0,250,14.0,36.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
470,35,110,250.0,250,6.0,61.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
471,250,15,44.0,53,51.0,12.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,
472,32,32,51.0,162,65.0,24.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,
473,35,112,48.0,250,94.0,250.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,
474,250,45,160.0,22,128.0,34.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,
475,62,36,250.0,250,250.0,16.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
476,37,111,41.0,11,8.0,24.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
477,39,65,250.0,148,38.0,39.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,
478,34,79,101.0,35,37.0,88.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
479,29,2,42.0,21,104.0,1.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,
480,88,128,230.0,220,27.0,38.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,
481,37,42,8.0,66,49.0,13.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
482,85,137,250.0,250,129.0,31.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
483,63,70,16.0,78,45.0,2.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
484,89,186,250.0,79,19.0,76.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,
485,104,25,18.0,33,32.0,37.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
486,46,57,250.0,17,98.0,21.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
487,30,41,250.0,111,23.0,116.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,
488,75,131,44.0,250,60.0,40.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
489,186,18,43.0,119,154.0,36.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,
490,43,39,24.0,143,42.0,59.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,
491,34,94,39.0,46,27.0,24.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
492,24,53,147.0,13,23.0,18.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,
493,112,14,250.0,250,93.0,81.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,
494,74,84,31.0,34,30.0,22.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
495,41,60,65.0,29,31.0,81.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,
496,40,250,19.0,88,26.0,84.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,
497,86,41,31.0,250,20.0,24.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,
498,33,18,22.0,250,36.0,55.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,
499,250,250,25.0,250,88.0,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
500,30,66,35.0,57,40.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
501,80,35,19.0,250,22.0,121.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
502,55,20,67.0,250,30.0,19.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,
503,78,56,19.0,44,99.0,57.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
504,12,37,44.0,86,250.0,69.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
505,81,51,13.0,11,30.0,34.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,
506,21,89,172.0,250,30.0,96.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,
507,110,32,243.0,35,50.0,19.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,
508,15,54,216.0,27,74.0,81.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,,
509,37,18,30.0,28,56.0,53.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,
510,50,49,250.0,114,25.0,44.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
511,86,250,65.0,52,46.0,23.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
512,156,33,45.0,53,79.0,37.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
513,87,61,191.0,77,17.0,42.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,
514,104,34,55.0,123,80.0,9.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,
515,45,43,52.0,20,24.0,36.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
516,95,79,193.0,250,54.0,13.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
517,76,27,18.0,250,34.0,250.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
518,51,50,250.0,17,47.0,40.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
519,10,129,126.0,57,250.0,63.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
520,26,41,178.0,29,58.0,82.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
521,36,112,225.0,45,74.0,60.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
522,54,51,38.0,13,60.0,250.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,
523,13,70,20.0,239,51.0,27.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,
524,38,22,250.0,10,23.0,26.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
525,65,95,22.0,250,80.0,60.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
526,52,60,30.0,250,102.0,66.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
527,38,18,39.0,219,33.0,166.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
